Sector,Escenario,Hora,IdNudo,Demanda,Altura,Presion,Calidad
Norte,E1,03:00:00,1334,0.05,1791.52,12.24,0.0
Norte,E1,03:00:00,1326,0.07,1791.52,10.33,0.0
Norte,E1,03:00:00,1257,0.06,1791.53,11.34,0.0
Norte,E1,03:00:00,1252,0.09,1791.51,11.42,0.0
Norte,E1,03:00:00,1240,0.09,1791.5,11.33,0.0
Norte,E1,03:00:00,1223,0.04,1791.5,9.72,0.0
Norte,E1,03:00:00,5538,0.06,1791.44,20.01,0.0
Norte,E1,03:00:00,5537,0.03,1791.44,19.69,0.0
Norte,E1,03:00:00,1284,0.02,1791.45,21.21,0.0
Norte,E1,03:00:00,5533,0.02,1791.52,10.98,0.0
Norte,E1,03:00:00,5523,0.0,1791.44,19.43,0.0
Norte,E1,03:00:00,1246,0.03,1791.47,16.07,0.0
Norte,E1,03:00:00,1196,0.04,1791.4,17.18,0.0
Norte,E1,03:00:00,1207,0.09,1791.4,15.61,0.0
Norte,E1,03:00:00,1197,0.04,1791.4,17.65,0.0
Norte,E1,03:00:00,1172,0.13,1791.45,23.82,0.0
Norte,E1,03:00:00,1244,0.09,1791.48,14.81,0.0
Norte,E1,03:00:00,1245,0.05,1791.48,15.89,0.0
Norte,E1,03:00:00,1225,0.03,1791.48,14.78,0.0
Norte,E1,03:00:00,1243,0.03,1791.49,13.26,0.0
Norte,E1,03:00:00,1226,0.05,1791.49,13.54,0.0
Norte,E1,03:00:00,1232,0.02,1791.49,12.06,0.0
Norte,E1,03:00:00,1228,0.03,1791.49,12.87,0.0
Norte,E1,03:00:00,1230,0.01,1791.49,12.52,0.0
Norte,E1,03:00:00,1231,0.01,1791.49,12.6,0.0
Norte,E1,03:00:00,1229,0.01,1791.49,12.57,0.0
Norte,E1,03:00:00,5506,0.01,1791.49,13.01,0.0
Norte,E1,03:00:00,1224,0.06,1791.5,13.32,0.0
Norte,E1,03:00:00,1324,0.02,1791.52,10.67,0.0
Norte,E1,03:00:00,1308,0.06,1791.52,10.66,0.0
Norte,E1,03:00:00,1323,0.05,1791.52,12.11,0.0
Norte,E1,03:00:00,1255,0.06,1791.53,11.96,0.0
Norte,E1,03:00:00,1250,0.12,1791.5,12.81,0.0
Norte,E1,03:00:00,1249,0.11,1791.49,13.91,0.0
Norte,E1,03:00:00,1186,0.01,1791.48,16.07,0.0
Norte,E1,03:00:00,1292,0.05,1791.52,11.36,0.0
Norte,E1,03:00:00,1291,0.01,1791.52,11.13,0.0
Norte,E1,03:00:00,1289,0.02,1791.52,13.29,0.0
Norte,E1,03:00:00,1288,0.01,1791.52,14.96,0.0
Norte,E1,03:00:00,1184,0.03,1791.49,15.05,0.0
Norte,E1,03:00:00,347,0.07,1791.44,23.92,0.0
Norte,E1,03:00:00,351,0.04,1791.44,24.19,0.0
Norte,E1,03:00:00,1134,0.11,1791.46,22.79,0.0
Norte,E1,03:00:00,1140,0.03,1791.46,22.76,0.0
Norte,E1,03:00:00,5495,0.08,1791.44,22.97,0.0
Norte,E1,03:00:00,5494,0.01,1791.46,21.05,0.0
Norte,E1,03:00:00,5493,0.01,1791.46,20.98,0.0
Norte,E1,03:00:00,1161,0.03,1791.47,20.98,0.0
Norte,E1,03:00:00,1104,0.06,1791.44,20.44,0.0
Norte,E1,03:00:00,1318,0.07,1791.44,19.71,0.0
Norte,E1,03:00:00,1319,0.01,1791.44,19.36,0.0
Norte,E1,03:00:00,5484,0.0,1791.5,9.34,0.0
Norte,E1,03:00:00,1144,0.06,1791.44,22.67,0.0
Norte,E1,03:00:00,1131,0.06,1791.44,21.69,0.0
Norte,E1,03:00:00,1130,0.06,1791.44,21.54,0.0
Norte,E1,03:00:00,5478,0.0,1791.54,11.76,0.0
Norte,E1,03:00:00,5345,0.11,1791.55,16.17,0.0
Norte,E1,03:00:00,5344,0.11,1791.55,16.01,0.0
Norte,E1,03:00:00,5343,0.11,1791.55,11.07,0.0
Norte,E1,03:00:00,5342,0.03,1791.5,15.95,0.0
Norte,E1,03:00:00,5314,0.01,1791.43,16.08,0.0
Norte,E1,03:00:00,5313,0.0,1791.44,22.63,0.0
Norte,E1,03:00:00,5312,0.0,1791.44,22.83,0.0
Norte,E1,03:00:00,5311,0.1,1791.44,22.69,0.0
Norte,E1,03:00:00,1315,0.05,1791.47,19.73,0.0
Norte,E1,03:00:00,5291,0.01,1791.47,19.99,0.0
Norte,E1,03:00:00,1312,0.08,1791.47,19.55,0.0
Norte,E1,03:00:00,1335,0.06,1791.5,12.79,0.0
Norte,E1,03:00:00,1336,0.01,1791.5,11.92,0.0
Norte,E1,03:00:00,1253,0.12,1791.49,13.88,0.0
Norte,E1,03:00:00,1142,0.02,1791.45,21.65,0.0
Norte,E1,03:00:00,1109,0.01,1791.44,20.63,0.0
Norte,E1,03:00:00,1119,0.09,1791.44,20.66,0.0
Norte,E1,03:00:00,1093,0.06,1791.44,19.6,0.0
Norte,E1,03:00:00,1063,0.02,1791.44,19.43,0.0
Norte,E1,03:00:00,5289,0.01,1791.44,19.96,0.0
Norte,E1,03:00:00,349,0.05,1791.44,22.61,0.0
Norte,E1,03:00:00,5264,0.02,1791.45,22.75,0.0
Norte,E1,03:00:00,1221,0.04,1791.5,9.94,0.0
Norte,E1,03:00:00,1189,0.01,1791.43,15.34,0.0
Norte,E1,03:00:00,1094,0.01,1791.44,19.36,0.0
Norte,E1,03:00:00,405,0.01,1791.45,22.24,0.0
Norte,E1,03:00:00,5241,0.0,1791.5,9.87,0.0
Norte,E1,03:00:00,5204,0.12,1791.4,15.68,0.0
Norte,E1,03:00:00,1216,0.07,1791.4,9.37,0.0
Norte,E1,03:00:00,350,0.02,1791.44,22.6,0.0
Norte,E1,03:00:00,354,0.1,1791.46,22.76,0.0
Norte,E1,03:00:00,1192,0.01,1791.46,17.44,0.0
Norte,E1,03:00:00,5193,0.0,1791.44,21.59,0.0
Norte,E1,03:00:00,1120,0.07,1791.44,20.23,0.0
Norte,E1,03:00:00,1295,0.11,1791.53,11.04,0.0
Norte,E1,03:00:00,1282,0.02,1791.51,15.84,0.0
Norte,E1,03:00:00,346,0.04,1791.44,23.74,0.0
Norte,E1,03:00:00,356,0.07,1791.46,22.72,0.0
Norte,E1,03:00:00,1162,0.0,1791.47,22.41,0.0
Norte,E1,03:00:00,368,0.03,1791.44,22.77,0.0
Norte,E1,03:00:00,1115,0.07,1791.44,20.02,0.0
Norte,E1,03:00:00,1247,0.06,1791.47,15.83,0.0
Norte,E1,03:00:00,1181,0.01,1791.45,23.61,0.0
Norte,E1,03:00:00,1171,0.05,1791.45,22.77,0.0
Norte,E1,03:00:00,1174,0.04,1791.45,23.62,0.0
Norte,E1,03:00:00,1242,0.09,1791.5,12.5,0.0
Norte,E1,03:00:00,1233,0.01,1791.49,12.03,0.0
Norte,E1,03:00:00,1321,0.04,1791.52,11.55,0.0
Norte,E1,03:00:00,1310,0.02,1791.52,14.7,0.0
Norte,E1,03:00:00,1322,0.0,1791.52,12.32,0.0
Norte,E1,03:00:00,1254,0.11,1791.51,12.21,0.0
Norte,E1,03:00:00,1185,0.02,1791.48,16.75,0.0
Norte,E1,03:00:00,1294,0.02,1791.52,11.86,0.0
Norte,E1,03:00:00,1290,0.08,1791.52,13.37,0.0
Norte,E1,03:00:00,352,0.11,1791.44,24.07,0.0
Norte,E1,03:00:00,353,0.06,1791.44,23.98,0.0
Norte,E1,03:00:00,348,0.1,1791.44,23.93,0.0
Norte,E1,03:00:00,358,0.02,1791.46,23.19,0.0
Norte,E1,03:00:00,357,0.03,1791.46,22.94,0.0
Norte,E1,03:00:00,1135,0.08,1791.44,22.9,0.0
Norte,E1,03:00:00,5148,0.0,1791.45,22.47,0.0
Norte,E1,03:00:00,1133,0.02,1791.44,22.72,0.0
Norte,E1,03:00:00,1095,0.02,1791.44,19.85,0.0
Norte,E1,03:00:00,1159,0.06,1791.47,21.91,0.0
Norte,E1,03:00:00,5112,0.02,1791.54,11.75,0.0
Norte,E1,03:00:00,5108,0.0,1791.43,16.15,0.0
Norte,E1,03:00:00,1190,0.05,1791.42,16.29,0.0
Norte,E1,03:00:00,1151,0.03,1791.51,17.28,0.0
Norte,E1,03:00:00,1053,0.02,1791.44,19.93,0.0
Norte,E1,03:00:00,1106,0.07,1791.44,20.38,0.0
Norte,E1,03:00:00,1089,0.03,1791.44,20.05,0.0
Norte,E1,03:00:00,1141,0.04,1791.44,21.7,0.0
Norte,E1,03:00:00,371,0.05,1791.44,22.75,0.0
Norte,E1,03:00:00,5087,0.01,1791.45,22.79,0.0
Norte,E1,03:00:00,1148,0.0,1791.45,22.76,0.0
Norte,E1,03:00:00,1147,0.0,1791.45,22.75,0.0
Norte,E1,03:00:00,5086,0.06,1791.45,22.74,0.0
Norte,E1,03:00:00,1309,0.03,1791.52,18.55,0.0
Norte,E1,04:00:00,1153,0.01,1791.47,18.87,0.0
Norte,E1,04:00:00,1154,0.0,1791.47,19.32,0.0
Norte,E1,04:00:00,1313,0.0,1791.46,19.76,0.0
Norte,E1,04:00:00,1268,0.05,1791.55,11.05,0.0
Norte,E1,04:00:00,5019,0.05,1791.42,22.24,0.0
Norte,E1,04:00:00,404,0.02,1791.43,22.27,0.0
Norte,E1,04:00:00,1248,0.05,1791.45,15.53,0.0
Norte,E1,04:00:00,5011,0.04,1791.41,16.2,0.0
Norte,E1,04:00:00,5010,0.03,1791.49,16.04,0.0
Norte,E1,04:00:00,10020,0.04,1791.44,23.5,0.0
Norte,E1,04:00:00,10059,0.03,1791.43,19.94,0.0
Norte,E1,04:00:00,10061,0.0,1791.51,10.8,0.0
Norte,E1,04:00:00,10062,0.0,1791.52,10.7,0.0
Norte,E1,04:00:00,10063,0.0,1791.55,10.96,0.0
Norte,E1,04:00:00,10082,0.07,1791.49,10.75,0.0
Norte,E1,04:00:00,5763,0.02,1791.76,10.76,0.0
Norte,E1,04:00:00,5762,0.01,1791.77,10.53,0.0
Norte,E1,04:00:00,5761,0.02,1791.7,11.47,0.0
Norte,E1,04:00:00,5760,0.03,1791.73,11.09,0.0
Norte,E1,04:00:00,5750,0.03,1791.68,11.35,0.0
Norte,E1,04:00:00,5749,0.05,1791.64,11.49,0.0
Norte,E1,04:00:00,5748,0.05,1791.59,11.33,0.0
Norte,E1,04:00:00,1265,0.03,1791.55,10.96,0.0
Norte,E1,04:00:00,1274,0.05,1791.53,11.73,0.0
Norte,E1,04:00:00,1276,0.11,1791.51,12.7,0.0
Norte,E1,04:00:00,5747,0.04,1791.47,16.14,0.0
Norte,E1,04:00:00,5746,0.07,1791.49,14.64,0.0
Norte,E1,04:00:00,1158,0.09,1791.47,19.53,0.0
Norte,E1,04:00:00,1137,0.1,1791.45,22.72,0.0
Norte,E1,04:00:00,5744,0.04,1791.45,22.37,0.0
Norte,E1,04:00:00,364,0.07,1791.44,22.73,0.0
Norte,E1,04:00:00,5709,0.13,1791.55,11.08,0.0
Norte,E1,04:00:00,5685,0.02,1791.45,15.91,0.0
Norte,E1,04:00:00,1175,0.1,1791.45,22.11,0.0
Norte,E1,04:00:00,1191,0.05,1791.45,19.33,0.0
Norte,E1,04:00:00,1176,0.14,1791.45,23.6,0.0
Norte,E1,04:00:00,1166,0.04,1791.45,22.13,0.0
Norte,E1,04:00:00,1165,0.03,1791.45,22.58,0.0
Norte,E1,04:00:00,1182,0.05,1791.45,22.84,0.0
Norte,E1,04:00:00,1179,0.05,1791.45,23.11,0.0
Norte,E1,04:00:00,401,0.05,1791.43,22.47,0.0
Norte,E1,04:00:00,400,0.05,1791.43,22.45,0.0
Norte,E1,04:00:00,1103,0.01,1791.43,21.38,0.0
Norte,E1,04:00:00,1125,0.05,1791.43,21.46,0.0
Norte,E1,04:00:00,1128,0.05,1791.43,21.71,0.0
Norte,E1,04:00:00,1122,0.05,1791.43,21.52,0.0
Norte,E1,04:00:00,1100,0.04,1791.43,20.45,0.0
Norte,E1,04:00:00,1102,0.06,1791.43,20.4,0.0
Norte,E1,04:00:00,1049,0.02,1791.43,20.03,0.0
Norte,E1,04:00:00,5678,0.05,1791.43,20.11,0.0
Norte,E1,04:00:00,1051,0.03,1791.43,19.92,0.0
Norte,E1,04:00:00,1107,0.03,1791.43,20.63,0.0
Norte,E1,04:00:00,1112,0.02,1791.43,20.28,0.0
Norte,E1,04:00:00,1110,0.01,1791.43,20.26,0.0
Norte,E1,04:00:00,1059,0.05,1791.43,19.69,0.0
Norte,E1,04:00:00,1113,0.03,1791.43,20.02,0.0
Norte,E1,04:00:00,1077,0.02,1791.43,19.88,0.0
Norte,E1,04:00:00,363,0.03,1791.44,22.73,0.0
Norte,E1,04:00:00,1305,0.0,1791.51,10.12,0.0
Norte,E1,04:00:00,1304,0.05,1791.51,10.11,0.0
Norte,E1,04:00:00,1306,0.05,1791.51,10.12,0.0
Norte,E1,04:00:00,1302,0.08,1791.51,10.11,0.0
Norte,E1,04:00:00,1272,0.03,1791.53,11.7,0.0
Norte,E1,04:00:00,1187,0.17,1791.45,15.74,0.0
Norte,E1,04:00:00,1150,0.18,1791.44,21.16,0.0
Norte,E1,04:00:00,1297,0.08,1791.52,10.64,0.0
Norte,E1,04:00:00,1293,0.07,1791.51,12.0,0.0
Norte,E1,04:00:00,1286,0.07,1791.5,12.91,0.0
Norte,E1,04:00:00,1279,0.05,1791.5,13.99,0.0
Norte,E1,04:00:00,1281,0.05,1791.5,14.36,0.0
Norte,E1,04:00:00,1149,0.13,1791.46,21.35,0.0
Norte,E1,04:00:00,5621,0.03,1791.42,22.51,0.0
Norte,E1,04:00:00,5620,0.04,1791.42,22.57,0.0
Norte,E1,04:00:00,355,0.04,1791.45,22.67,0.0
Norte,E1,04:00:00,1139,0.07,1791.45,22.7,0.0
Norte,E1,04:00:00,5614,0.02,1791.45,22.72,0.0
Norte,E1,04:00:00,1169,0.07,1791.45,22.75,0.0
Norte,E1,04:00:00,1164,0.08,1791.45,22.47,0.0
Norte,E1,04:00:00,5613,0.06,1791.44,22.63,0.0
Norte,E1,04:00:00,1143,0.07,1791.44,22.49,0.0
Norte,E1,04:00:00,1145,0.03,1791.44,22.58,0.0
Norte,E1,04:00:00,362,0.07,1791.44,22.74,0.0
Norte,E1,04:00:00,1117,0.07,1791.43,20.06,0.0
Norte,E1,04:00:00,5604,0.06,1791.43,20.78,0.0
Norte,E1,04:00:00,5603,0.04,1791.44,21.22,0.0
Norte,E1,04:00:00,1340,0.03,1791.5,19.16,0.0
Norte,E1,04:00:00,1334,0.05,1791.5,12.22,0.0
Norte,E1,04:00:00,1326,0.07,1791.51,10.32,0.0
Norte,E1,04:00:00,1257,0.07,1791.52,11.33,0.0
Norte,E1,04:00:00,1252,0.09,1791.5,11.41,0.0
Norte,E1,04:00:00,1240,0.09,1791.49,11.32,0.0
Norte,E1,04:00:00,1223,0.04,1791.49,9.71,0.0
Norte,E1,04:00:00,5538,0.06,1791.43,20.0,0.0
Norte,E1,04:00:00,5537,0.03,1791.43,19.68,0.0
Norte,E1,04:00:00,1284,0.02,1791.44,21.2,0.0
Norte,E1,04:00:00,5533,0.02,1791.51,10.97,0.0
Norte,E1,04:00:00,5523,0.0,1791.43,19.42,0.0
Norte,E1,04:00:00,1246,0.03,1791.46,16.06,0.0
Norte,E1,04:00:00,1196,0.04,1791.39,17.17,0.0
Norte,E1,04:00:00,1207,0.09,1791.39,15.6,0.0
Norte,E1,04:00:00,1197,0.04,1791.39,17.64,0.0
Norte,E1,04:00:00,1172,0.13,1791.44,23.81,0.0
Norte,E1,04:00:00,1244,0.09,1791.47,14.8,0.0
Norte,E1,04:00:00,1245,0.05,1791.47,15.88,0.0
Norte,E1,04:00:00,1225,0.03,1791.47,14.77,0.0
Norte,E1,04:00:00,1243,0.03,1791.48,13.25,0.0
Norte,E1,04:00:00,1226,0.05,1791.48,13.53,0.0
Norte,E1,04:00:00,1232,0.02,1791.48,12.05,0.0
Norte,E1,04:00:00,1228,0.03,1791.48,12.86,0.0
Norte,E1,04:00:00,1230,0.01,1791.48,12.51,0.0
Norte,E1,04:00:00,1231,0.01,1791.48,12.59,0.0
Norte,E1,04:00:00,1229,0.01,1791.48,12.56,0.0
Norte,E1,04:00:00,5506,0.01,1791.48,13.0,0.0
Norte,E1,04:00:00,1224,0.06,1791.48,13.3,0.0
Norte,E1,04:00:00,1324,0.02,1791.51,10.66,0.0
Norte,E1,04:00:00,1308,0.07,1791.51,10.65,0.0
Norte,E1,04:00:00,1323,0.05,1791.51,12.1,0.0
Norte,E1,04:00:00,1255,0.06,1791.52,11.95,0.0
Norte,E1,04:00:00,1250,0.12,1791.49,12.8,0.0
Norte,E1,04:00:00,1249,0.11,1791.48,13.9,0.0
Norte,E1,04:00:00,1186,0.01,1791.47,16.06,0.0
Norte,E1,04:00:00,1292,0.05,1791.51,11.35,0.0
Norte,E1,04:00:00,1291,0.01,1791.51,11.12,0.0
Norte,E1,04:00:00,1289,0.02,1791.5,13.27,0.0
Norte,E1,04:00:00,1288,0.01,1791.5,14.94,0.0
Norte,E1,04:00:00,1184,0.03,1791.48,15.04,0.0
Norte,E1,04:00:00,347,0.07,1791.42,23.9,0.0
Norte,E1,04:00:00,351,0.04,1791.43,24.18,0.0
Norte,E1,04:00:00,1134,0.12,1791.45,22.78,0.0
Norte,E1,04:00:00,1140,0.03,1791.45,22.75,0.0
Norte,E1,04:00:00,5495,0.08,1791.43,22.96,0.0
Norte,E1,04:00:00,5494,0.01,1791.45,21.04,0.0
Norte,E1,04:00:00,5493,0.01,1791.45,20.97,0.0
Norte,E1,04:00:00,1161,0.03,1791.46,20.97,0.0
Norte,E1,04:00:00,1104,0.06,1791.43,20.43,0.0
Norte,E1,04:00:00,1318,0.07,1791.42,19.69,0.0
Norte,E1,04:00:00,1319,0.01,1791.42,19.34,0.0
Norte,E1,04:00:00,5484,0.0,1791.49,9.33,0.0
Norte,E1,04:00:00,1144,0.06,1791.43,22.66,0.0
Norte,E1,04:00:00,1131,0.07,1791.43,21.68,0.0
Norte,E1,04:00:00,1130,0.06,1791.43,21.53,0.0
Norte,E1,04:00:00,5478,0.0,1791.53,11.75,0.0
Norte,E1,04:00:00,5345,0.11,1791.54,16.16,0.0
Norte,E1,04:00:00,5344,0.11,1791.54,16.0,0.0
Norte,E1,04:00:00,5343,0.11,1791.55,11.07,0.0
Norte,E1,04:00:00,5342,0.03,1791.49,15.94,0.0
Norte,E1,04:00:00,5314,0.01,1791.41,16.06,0.0
Norte,E1,04:00:00,5313,0.01,1791.43,22.62,0.0
Norte,E1,04:00:00,5312,0.0,1791.43,22.82,0.0
Norte,E1,04:00:00,5311,0.11,1791.43,22.68,0.0
Norte,E1,04:00:00,1315,0.05,1791.46,19.72,0.0
Norte,E1,04:00:00,5291,0.01,1791.46,19.98,0.0
Norte,E1,04:00:00,1312,0.08,1791.46,19.54,0.0
Norte,E1,04:00:00,1335,0.06,1791.49,12.78,0.0
Norte,E1,04:00:00,1336,0.01,1791.49,11.91,0.0
Norte,E1,04:00:00,1253,0.12,1791.48,13.87,0.0
Norte,E1,04:00:00,1142,0.02,1791.44,21.64,0.0
Norte,E1,04:00:00,1109,0.01,1791.43,20.62,0.0
Norte,E1,04:00:00,1119,0.09,1791.43,20.65,0.0
Norte,E1,04:00:00,1093,0.06,1791.42,19.58,0.0
Norte,E1,04:00:00,1063,0.02,1791.43,19.42,0.0
Norte,E1,04:00:00,5289,0.01,1791.42,19.94,0.0
Norte,E1,04:00:00,349,0.05,1791.42,22.59,0.0
Norte,E1,04:00:00,5264,0.02,1791.44,22.74,0.0
Norte,E1,04:00:00,1221,0.04,1791.49,9.93,0.0
Norte,E1,04:00:00,1189,0.01,1791.41,15.32,0.0
Norte,E1,04:00:00,1094,0.02,1791.42,19.34,0.0
Norte,E1,04:00:00,405,0.01,1791.43,22.22,0.0
Norte,E1,04:00:00,5241,0.0,1791.49,9.86,0.0
Norte,E1,04:00:00,5204,0.12,1791.39,15.67,0.0
Norte,E1,04:00:00,1216,0.07,1791.38,9.35,0.0
Norte,E1,04:00:00,350,0.02,1791.42,22.58,0.0
Norte,E1,04:00:00,354,0.11,1791.44,22.74,0.0
Norte,E1,04:00:00,1192,0.01,1791.45,17.43,0.0
Norte,E1,04:00:00,5193,0.0,1791.43,21.58,0.0
Norte,E1,04:00:00,1120,0.07,1791.43,20.22,0.0
Norte,E1,04:00:00,1295,0.11,1791.52,11.03,0.0
Norte,E1,04:00:00,1282,0.02,1791.5,15.83,0.0
Norte,E1,04:00:00,346,0.04,1791.42,23.72,0.0
Norte,E1,04:00:00,356,0.07,1791.45,22.71,0.0
Norte,E1,04:00:00,1162,0.0,1791.45,22.39,0.0
Norte,E1,04:00:00,368,0.03,1791.43,22.76,0.0
Norte,E1,04:00:00,1115,0.07,1791.43,20.01,0.0
Norte,E1,04:00:00,1247,0.06,1791.46,15.82,0.0
Norte,E1,04:00:00,1181,0.01,1791.44,23.6,0.0
Norte,E1,04:00:00,1171,0.06,1791.44,22.76,0.0
Norte,E1,04:00:00,1174,0.05,1791.44,23.61,0.0
Norte,E1,04:00:00,1242,0.09,1791.48,12.48,0.0
Norte,E1,04:00:00,1233,0.01,1791.48,12.02,0.0
Norte,E1,04:00:00,1321,0.04,1791.51,11.54,0.0
Norte,E1,04:00:00,1310,0.02,1791.51,14.69,0.0
Norte,E1,04:00:00,1322,0.0,1791.51,12.31,0.0
Norte,E1,04:00:00,1254,0.11,1791.5,12.2,0.0
Norte,E1,04:00:00,1185,0.02,1791.47,16.74,0.0
Norte,E1,04:00:00,1294,0.02,1791.51,11.85,0.0
Norte,E1,04:00:00,1290,0.08,1791.5,13.35,0.0
Norte,E1,04:00:00,352,0.11,1791.43,24.06,0.0
Norte,E1,04:00:00,353,0.06,1791.43,23.97,0.0
Norte,E1,04:00:00,348,0.1,1791.42,23.91,0.0
Norte,E1,04:00:00,358,0.02,1791.45,23.18,0.0
Norte,E1,04:00:00,357,0.03,1791.45,22.93,0.0
Norte,E1,04:00:00,1135,0.08,1791.43,22.89,0.0
Norte,E1,04:00:00,5148,0.0,1791.43,22.45,0.0
Norte,E1,04:00:00,1133,0.02,1791.43,22.71,0.0
Norte,E1,04:00:00,1095,0.02,1791.43,19.84,0.0
Norte,E1,04:00:00,1159,0.07,1791.46,21.9,0.0
Norte,E1,04:00:00,5112,0.02,1791.53,11.74,0.0
Norte,E1,04:00:00,5108,0.0,1791.41,16.13,0.0
Norte,E1,04:00:00,1190,0.05,1791.41,16.28,0.0
Norte,E1,04:00:00,1151,0.03,1791.5,17.27,0.0
Norte,E1,04:00:00,1053,0.02,1791.43,19.92,0.0
Norte,E1,04:00:00,1106,0.07,1791.43,20.37,0.0
Norte,E1,04:00:00,1089,0.03,1791.42,20.03,0.0
Norte,E1,04:00:00,1141,0.05,1791.43,21.69,0.0
Norte,E1,04:00:00,371,0.05,1791.43,22.74,0.0
Norte,E1,04:00:00,5087,0.01,1791.43,22.77,0.0
Norte,E1,04:00:00,1148,0.0,1791.44,22.75,0.0
Norte,E1,04:00:00,1147,0.0,1791.43,22.73,0.0
Norte,E1,04:00:00,5086,0.06,1791.43,22.72,0.0
Norte,E1,04:00:00,1309,0.03,1791.51,18.54,0.0
Norte,E1,05:00:00,1153,0.02,1791.3,18.7,0.0
Norte,E1,05:00:00,1154,0.0,1791.3,19.15,0.0
Norte,E1,05:00:00,1313,0.0,1791.28,19.58,0.0
Norte,E1,05:00:00,1268,0.07,1791.42,10.92,0.0
Norte,E1,05:00:00,5019,0.06,1791.22,22.04,0.0
Norte,E1,05:00:00,404,0.03,1791.24,22.08,0.0
Norte,E1,05:00:00,1248,0.07,1791.27,15.34,0.0
Norte,E1,05:00:00,5011,0.06,1791.21,16.0,0.0
Norte,E1,05:00:00,5010,0.03,1791.32,15.87,0.0
Norte,E1,05:00:00,10020,0.05,1791.24,23.3,0.0
Norte,E1,05:00:00,10059,0.04,1791.23,19.74,0.0
Norte,E1,05:00:00,10061,0.0,1791.35,10.64,0.0
Norte,E1,05:00:00,10062,0.0,1791.38,10.56,0.0
Norte,E1,05:00:00,10063,0.0,1791.42,10.83,0.0
Norte,E1,05:00:00,10082,0.09,1791.33,10.59,0.0
Norte,E1,05:00:00,5763,0.03,1791.75,10.75,0.0
Norte,E1,05:00:00,5762,0.01,1791.77,10.53,0.0
Norte,E1,05:00:00,5761,0.03,1791.65,11.42,0.0
Norte,E1,05:00:00,5760,0.04,1791.7,11.06,0.0
Norte,E1,05:00:00,5750,0.04,1791.63,11.3,0.0
Norte,E1,05:00:00,5749,0.06,1791.57,11.42,0.0
Norte,E1,05:00:00,5748,0.06,1791.49,11.23,0.0
Norte,E1,05:00:00,1265,0.03,1791.42,10.83,0.0
Norte,E1,05:00:00,1274,0.06,1791.39,11.59,0.0
Norte,E1,05:00:00,1276,0.14,1791.36,12.55,0.0
Norte,E1,05:00:00,5747,0.05,1791.3,15.97,0.0
Norte,E1,05:00:00,5746,0.09,1791.33,14.48,0.0
Norte,E1,05:00:00,1158,0.12,1791.3,19.36,0.0
Norte,E1,05:00:00,1137,0.13,1791.26,22.53,0.0
Norte,E1,05:00:00,5744,0.06,1791.27,22.19,0.0
Norte,E1,05:00:00,364,0.08,1791.25,22.54,0.0
Norte,E1,05:00:00,5709,0.17,1791.41,10.94,0.0
Norte,E1,05:00:00,5685,0.02,1791.26,15.72,0.0
Norte,E1,05:00:00,1175,0.13,1791.26,21.92,0.0
Norte,E1,05:00:00,1191,0.07,1791.26,19.14,0.0
Norte,E1,05:00:00,1176,0.18,1791.26,23.41,0.0
Norte,E1,05:00:00,1166,0.06,1791.27,21.95,0.0
Norte,E1,05:00:00,1165,0.04,1791.27,22.4,0.0
Norte,E1,05:00:00,1182,0.06,1791.26,22.65,0.0
Norte,E1,05:00:00,1179,0.06,1791.26,22.92,0.0
Norte,E1,05:00:00,401,0.06,1791.24,22.28,0.0
Norte,E1,05:00:00,400,0.07,1791.24,22.26,0.0
Norte,E1,05:00:00,1103,0.01,1791.23,21.18,0.0
Norte,E1,05:00:00,1125,0.07,1791.23,21.26,0.0
Norte,E1,05:00:00,1128,0.07,1791.23,21.51,0.0
Norte,E1,05:00:00,1122,0.06,1791.23,21.32,0.0
Norte,E1,05:00:00,1100,0.05,1791.23,20.25,0.0
Norte,E1,05:00:00,1102,0.08,1791.23,20.2,0.0
Norte,E1,05:00:00,1049,0.03,1791.23,19.83,0.0
Norte,E1,05:00:00,5678,0.06,1791.23,19.91,0.0
Norte,E1,05:00:00,1051,0.04,1791.23,19.72,0.0
Norte,E1,05:00:00,1107,0.04,1791.23,20.43,0.0
Norte,E1,05:00:00,1112,0.02,1791.23,20.08,0.0
Norte,E1,05:00:00,1110,0.01,1791.23,20.06,0.0
Norte,E1,05:00:00,1059,0.06,1791.23,19.49,0.0
Norte,E1,05:00:00,1113,0.04,1791.23,19.82,0.0
Norte,E1,05:00:00,1077,0.03,1791.23,19.68,0.0
Norte,E1,05:00:00,363,0.04,1791.25,22.54,0.0
Norte,E1,05:00:00,1305,0.0,1791.37,9.98,0.0
Norte,E1,05:00:00,1304,0.06,1791.37,9.97,0.0
Norte,E1,05:00:00,1306,0.07,1791.37,9.98,0.0
Norte,E1,05:00:00,1302,0.1,1791.37,9.97,0.0
Norte,E1,05:00:00,1272,0.03,1791.39,11.56,0.0
Norte,E1,05:00:00,1187,0.22,1791.27,15.56,0.0
Norte,E1,05:00:00,1150,0.22,1791.24,20.96,0.0
Norte,E1,05:00:00,1297,0.1,1791.38,10.5,0.0
Norte,E1,05:00:00,1293,0.09,1791.36,11.85,0.0
Norte,E1,05:00:00,1286,0.08,1791.35,12.76,0.0
Norte,E1,05:00:00,1279,0.06,1791.35,13.84,0.0
Norte,E1,05:00:00,1281,0.07,1791.35,14.21,0.0
