Sector,Escenario,Hora,IdNudo,Demanda,Altura,Presion,Calidad
Norte,E0,00:00:00,1244,0.09,1801.51,24.84,0.0
Norte,E0,00:00:00,1245,0.05,1801.5,25.91,0.0
Norte,E0,00:00:00,1225,0.03,1801.5,24.8,0.0
Norte,E0,00:00:00,1243,0.03,1801.52,23.29,0.0
Norte,E0,00:00:00,1226,0.05,1801.52,23.57,0.0
Norte,E0,00:00:00,1232,0.02,1801.52,22.09,0.0
Norte,E0,00:00:00,1228,0.03,1801.52,22.9,0.0
Norte,E0,00:00:00,1230,0.01,1801.52,22.55,0.0
Norte,E0,00:00:00,1231,0.01,1801.52,22.63,0.0
Norte,E0,00:00:00,1229,0.01,1801.52,22.6,0.0
Norte,E0,00:00:00,5506,0.01,1801.52,23.04,0.0
Norte,E0,00:00:00,1224,0.05,1801.52,23.34,0.0
Norte,E0,00:00:00,1324,0.02,1801.55,20.7,0.0
Norte,E0,00:00:00,1308,0.06,1801.54,20.68,0.0
Norte,E0,00:00:00,1323,0.05,1801.54,22.13,0.0
Norte,E0,00:00:00,1255,0.06,1801.55,21.98,0.0
Norte,E0,00:00:00,1250,0.11,1801.52,22.83,0.0
Norte,E0,00:00:00,1249,0.11,1801.51,23.93,0.0
Norte,E0,00:00:00,1186,0.01,1801.51,26.1,0.0
Norte,E0,00:00:00,1292,0.05,1801.54,21.38,0.0
Norte,E0,00:00:00,1291,0.0,1801.54,21.15,0.0
Norte,E0,00:00:00,1289,0.02,1801.54,23.31,0.0
Norte,E0,00:00:00,1288,0.01,1801.54,24.98,0.0
Norte,E0,00:00:00,1184,0.03,1801.51,25.07,0.0
Norte,E0,00:00:00,347,0.06,1801.47,33.95,0.0
Norte,E0,00:00:00,351,0.04,1801.47,34.22,0.0
Norte,E0,00:00:00,1134,0.11,1801.49,32.82,0.0
Norte,E0,00:00:00,1140,0.02,1801.49,32.79,0.0
Norte,E0,00:00:00,5495,0.08,1801.47,33.0,0.0
Norte,E0,00:00:00,5494,0.01,1801.49,31.08,0.0
Norte,E0,00:00:00,5493,0.01,1801.49,31.01,0.0
Norte,E0,00:00:00,1161,0.03,1801.5,31.01,0.0
Norte,E0,00:00:00,1104,0.06,1801.47,30.47,0.0
Norte,E0,00:00:00,1318,0.06,1801.47,29.74,0.0
Norte,E0,00:00:00,1319,0.01,1801.47,29.39,0.0
Norte,E0,00:00:00,5484,0.0,1801.52,19.36,0.0
Norte,E0,00:00:00,1144,0.06,1801.47,32.7,0.0
Norte,E0,00:00:00,1131,0.06,1801.47,31.72,0.0
Norte,E0,00:00:00,1130,0.06,1801.47,31.57,0.0
Norte,E0,00:00:00,5478,0.0,1801.56,21.78,0.0
Norte,E0,00:00:00,5345,0.11,1801.57,26.19,0.0
Norte,E0,00:00:00,5344,0.11,1801.57,26.03,0.0
Norte,E0,00:00:00,5343,0.11,1801.57,21.09,0.0
Norte,E0,00:00:00,5342,0.03,1801.52,25.97,0.0
Norte,E0,00:00:00,5314,0.01,1801.46,26.11,0.0
Norte,E0,00:00:00,5313,0.0,1801.47,32.66,0.0
Norte,E0,00:00:00,5312,0.0,1801.47,32.86,0.0
Norte,E0,00:00:00,5311,0.1,1801.47,32.72,0.0
Norte,E0,00:00:00,1315,0.05,1801.5,29.76,0.0
Norte,E0,00:00:00,5291,0.01,1801.5,30.02,0.0
Norte,E0,00:00:00,1312,0.08,1801.5,29.58,0.0
Norte,E0,00:00:00,1335,0.05,1801.53,22.82,0.0
Norte,E0,00:00:00,1336,0.01,1801.53,21.95,0.0
Norte,E0,00:00:00,1253,0.11,1801.52,23.91,0.0
Norte,E0,00:00:00,1142,0.02,1801.48,31.68,0.0
Norte,E0,00:00:00,1109,0.01,1801.47,30.66,0.0
Norte,E0,00:00:00,1119,0.09,1801.47,30.69,0.0
Norte,E0,00:00:00,1093,0.06,1801.47,29.63,0.0
Norte,E0,00:00:00,1063,0.02,1801.47,29.46,0.0
Norte,E0,00:00:00,5289,0.01,1801.47,29.99,0.0
Norte,E0,00:00:00,349,0.04,1801.47,32.64,0.0
Norte,E0,00:00:00,5264,0.02,1801.48,32.78,0.0
Norte,E0,00:00:00,1221,0.04,1801.52,19.96,0.0
Norte,E0,00:00:00,1189,0.01,1801.46,25.37,0.0
Norte,E0,00:00:00,1094,0.01,1801.47,29.39,0.0
Norte,E0,00:00:00,405,0.01,1801.48,32.27,0.0
Norte,E0,00:00:00,5241,0.0,1801.52,19.89,0.0
Norte,E0,00:00:00,5204,0.11,1801.43,25.71,0.0
Norte,E0,00:00:00,1216,0.07,1801.43,19.4,0.0
Norte,E0,00:00:00,350,0.02,1801.47,32.63,0.0
Norte,E0,00:00:00,354,0.1,1801.49,32.79,0.0
Norte,E0,00:00:00,1192,0.01,1801.49,27.47,0.0
Norte,E0,00:00:00,5193,0.0,1801.47,31.62,0.0
Norte,E0,00:00:00,1120,0.06,1801.47,30.26,0.0
Norte,E0,00:00:00,1295,0.1,1801.55,21.06,0.0
Norte,E0,00:00:00,1282,0.02,1801.54,25.87,0.0
Norte,E0,00:00:00,346,0.03,1801.47,33.77,0.0
Norte,E0,00:00:00,356,0.07,1801.49,32.75,0.0
Norte,E0,00:00:00,1162,0.0,1801.49,32.43,0.0
Norte,E0,00:00:00,368,0.03,1801.47,32.8,0.0
Norte,E0,00:00:00,1115,0.07,1801.47,30.05,0.0
Norte,E0,00:00:00,1247,0.05,1801.5,25.86,0.0
Norte,E0,00:00:00,1181,0.01,1801.48,33.64,0.0
Norte,E0,00:00:00,1171,0.05,1801.48,32.8,0.0
Norte,E0,00:00:00,1174,0.04,1801.48,33.65,0.0
Norte,E0,00:00:00,1242,0.09,1801.52,22.52,0.0
Norte,E0,00:00:00,1233,0.01,1801.52,22.06,0.0
Norte,E0,00:00:00,1321,0.04,1801.54,21.57,0.0
Norte,E0,00:00:00,1310,0.01,1801.54,24.72,0.0
Norte,E0,00:00:00,1322,0.0,1801.54,22.34,0.0
Norte,E0,00:00:00,1254,0.1,1801.53,22.23,0.0
Norte,E0,00:00:00,1185,0.02,1801.51,26.78,0.0
Norte,E0,00:00:00,1294,0.02,1801.55,21.89,0.0
Norte,E0,00:00:00,1290,0.08,1801.54,23.39,0.0
Norte,E0,00:00:00,352,0.1,1801.47,34.1,0.0
Norte,E0,00:00:00,353,0.06,1801.47,34.01,0.0
Norte,E0,00:00:00,348,0.1,1801.47,33.96,0.0
Norte,E0,00:00:00,358,0.02,1801.49,33.22,0.0
Norte,E0,00:00:00,357,0.03,1801.49,32.97,0.0
Norte,E0,00:00:00,1135,0.07,1801.47,32.93,0.0
Norte,E0,00:00:00,5148,0.0,1801.48,32.5,0.0
Norte,E0,00:00:00,1133,0.02,1801.47,32.75,0.0
Norte,E0,00:00:00,1095,0.02,1801.47,29.88,0.0
Norte,E0,00:00:00,1159,0.06,1801.5,31.94,0.0
Norte,E0,00:00:00,5112,0.02,1801.56,21.77,0.0
Norte,E0,00:00:00,5108,0.0,1801.46,26.18,0.0
Norte,E0,00:00:00,1190,0.05,1801.46,26.33,0.0
Norte,E0,00:00:00,1151,0.03,1801.54,27.31,0.0
Norte,E0,00:00:00,1053,0.02,1801.47,29.96,0.0
Norte,E0,00:00:00,1106,0.07,1801.47,30.41,0.0
Norte,E0,00:00:00,1089,0.03,1801.47,30.08,0.0
Norte,E0,00:00:00,1141,0.04,1801.47,31.73,0.0
Norte,E0,00:00:00,371,0.04,1801.47,32.78,0.0
Norte,E0,00:00:00,5087,0.0,1801.48,32.82,0.0
Norte,E0,00:00:00,1148,0.0,1801.48,32.79,0.0
Norte,E0,00:00:00,1147,0.0,1801.48,32.78,0.0
Norte,E0,00:00:00,5086,0.05,1801.48,32.77,0.0
Norte,E0,00:00:00,1309,0.03,1801.54,28.57,0.0
Norte,E0,01:00:00,1153,0.01,1801.5,28.9,0.0
Norte,E0,01:00:00,1154,0.0,1801.5,29.35,0.0
Norte,E0,01:00:00,1313,0.0,1801.49,29.79,0.0
Norte,E0,01:00:00,1268,0.05,1801.57,21.07,0.0
Norte,E0,01:00:00,5019,0.04,1801.46,32.28,0.0
Norte,E0,01:00:00,404,0.02,1801.47,32.31,0.0
Norte,E0,01:00:00,1248,0.05,1801.49,25.56,0.0
Norte,E0,01:00:00,5011,0.04,1801.45,26.24,0.0
Norte,E0,01:00:00,5010,0.02,1801.52,26.07,0.0
Norte,E0,01:00:00,10020,0.04,1801.47,33.53,0.0
Norte,E0,01:00:00,10059,0.03,1801.46,29.97,0.0
Norte,E0,01:00:00,10061,0.0,1801.53,20.82,0.0
Norte,E0,01:00:00,10062,0.0,1801.55,20.73,0.0
Norte,E0,01:00:00,10063,0.0,1801.57,20.98,0.0
Norte,E0,01:00:00,10082,0.07,1801.52,20.78,0.0
Norte,E0,01:00:00,5763,0.02,1801.76,20.76,0.0
Norte,E0,01:00:00,5762,0.01,1801.77,20.53,0.0
Norte,E0,01:00:00,5761,0.02,1801.7,21.47,0.0
Norte,E0,01:00:00,5760,0.03,1801.73,21.09,0.0
Norte,E0,01:00:00,5750,0.03,1801.69,21.36,0.0
Norte,E0,01:00:00,5749,0.05,1801.66,21.51,0.0
Norte,E0,01:00:00,5748,0.05,1801.61,21.35,0.0
Norte,E0,01:00:00,1265,0.02,1801.57,20.98,0.0
Norte,E0,01:00:00,1274,0.05,1801.56,21.76,0.0
Norte,E0,01:00:00,1276,0.1,1801.54,22.73,0.0
Norte,E0,01:00:00,5747,0.04,1801.5,26.17,0.0
Norte,E0,01:00:00,5746,0.06,1801.52,24.67,0.0
Norte,E0,01:00:00,1158,0.09,1801.5,29.56,0.0
Norte,E0,01:00:00,1137,0.1,1801.48,32.75,0.0
Norte,E0,01:00:00,5744,0.04,1801.48,32.4,0.0
Norte,E0,01:00:00,364,0.06,1801.47,32.76,0.0
Norte,E0,01:00:00,5709,0.12,1801.57,21.1,0.0
Norte,E0,01:00:00,5685,0.02,1801.48,25.94,0.0
Norte,E0,01:00:00,1175,0.1,1801.48,32.14,0.0
Norte,E0,01:00:00,1191,0.05,1801.48,29.36,0.0
Norte,E0,01:00:00,1176,0.14,1801.48,33.63,0.0
Norte,E0,01:00:00,1166,0.04,1801.49,32.17,0.0
Norte,E0,01:00:00,1165,0.03,1801.48,32.61,0.0
Norte,E0,01:00:00,1182,0.05,1801.48,32.87,0.0
Norte,E0,01:00:00,1179,0.04,1801.48,33.14,0.0
Norte,E0,01:00:00,401,0.04,1801.47,32.51,0.0
Norte,E0,01:00:00,400,0.05,1801.47,32.49,0.0
Norte,E0,01:00:00,1103,0.0,1801.46,31.41,0.0
Norte,E0,01:00:00,1125,0.05,1801.46,31.49,0.0
Norte,E0,01:00:00,1128,0.05,1801.46,31.74,0.0
Norte,E0,01:00:00,1122,0.05,1801.46,31.55,0.0
Norte,E0,01:00:00,1100,0.03,1801.46,30.48,0.0
Norte,E0,01:00:00,1102,0.06,1801.46,30.43,0.0
Norte,E0,01:00:00,1049,0.02,1801.46,30.06,0.0
Norte,E0,01:00:00,5678,0.05,1801.46,30.14,0.0
Norte,E0,01:00:00,1051,0.03,1801.46,29.95,0.0
Norte,E0,01:00:00,1107,0.03,1801.46,30.66,0.0
Norte,E0,01:00:00,1112,0.02,1801.46,30.31,0.0
Norte,E0,01:00:00,1110,0.01,1801.46,30.29,0.0
Norte,E0,01:00:00,1059,0.04,1801.46,29.72,0.0
Norte,E0,01:00:00,1113,0.03,1801.46,30.05,0.0
Norte,E0,01:00:00,1077,0.02,1801.46,29.91,0.0
Norte,E0,01:00:00,363,0.03,1801.47,32.76,0.0
Norte,E0,01:00:00,1305,0.0,1801.54,20.15,0.0
Norte,E0,01:00:00,1304,0.04,1801.54,20.14,0.0
Norte,E0,01:00:00,1306,0.05,1801.54,20.15,0.0
Norte,E0,01:00:00,1302,0.07,1801.54,20.14,0.0
Norte,E0,01:00:00,1272,0.02,1801.55,21.72,0.0
Norte,E0,01:00:00,1187,0.17,1801.49,25.78,0.0
Norte,E0,01:00:00,1150,0.17,1801.47,31.19,0.0
Norte,E0,01:00:00,1297,0.07,1801.55,20.67,0.0
Norte,E0,01:00:00,1293,0.06,1801.53,22.02,0.0
Norte,E0,01:00:00,1286,0.06,1801.53,22.94,0.0
Norte,E0,01:00:00,1279,0.04,1801.53,24.02,0.0
Norte,E0,01:00:00,1281,0.05,1801.53,24.39,0.0
Norte,E0,01:00:00,1149,0.12,1801.49,31.38,0.0
Norte,E0,01:00:00,5621,0.03,1801.46,32.55,0.0
Norte,E0,01:00:00,5620,0.04,1801.46,32.61,0.0
Norte,E0,01:00:00,355,0.04,1801.48,32.7,0.0
Norte,E0,01:00:00,1139,0.06,1801.48,32.73,0.0
Norte,E0,01:00:00,5614,0.02,1801.48,32.75,0.0
Norte,E0,01:00:00,1169,0.07,1801.48,32.78,0.0
Norte,E0,01:00:00,1164,0.08,1801.48,32.5,0.0
Norte,E0,01:00:00,5613,0.05,1801.47,32.66,0.0
Norte,E0,01:00:00,1143,0.06,1801.47,32.52,0.0
Norte,E0,01:00:00,1145,0.03,1801.47,32.61,0.0
Norte,E0,01:00:00,362,0.07,1801.47,32.77,0.0
Norte,E0,01:00:00,1117,0.07,1801.46,30.09,0.0
Norte,E0,01:00:00,5604,0.06,1801.47,30.82,0.0
Norte,E0,01:00:00,5603,0.04,1801.47,31.25,0.0
Norte,E0,01:00:00,1340,0.03,1801.53,29.19,0.0
Norte,E0,01:00:00,1334,0.05,1801.53,22.25,0.0
Norte,E0,01:00:00,1326,0.07,1801.54,20.34,0.0
Norte,E0,01:00:00,1257,0.06,1801.55,21.36,0.0
Norte,E0,01:00:00,1252,0.08,1801.53,21.44,0.0
Norte,E0,01:00:00,1240,0.09,1801.52,21.35,0.0
Norte,E0,01:00:00,1223,0.04,1801.52,19.74,0.0
Norte,E0,01:00:00,5538,0.05,1801.46,30.03,0.0
Norte,E0,01:00:00,5537,0.03,1801.46,29.71,0.0
Norte,E0,01:00:00,1284,0.02,1801.47,31.23,0.0
Norte,E0,01:00:00,5533,0.02,1801.53,20.99,0.0
Norte,E0,01:00:00,5523,0.0,1801.46,29.45,0.0
Norte,E0,01:00:00,1246,0.03,1801.49,26.09,0.0
Norte,E0,01:00:00,1196,0.04,1801.42,27.2,0.0
Norte,E0,01:00:00,1207,0.09,1801.42,25.63,0.0
Norte,E0,01:00:00,1197,0.04,1801.42,27.67,0.0
Norte,E0,01:00:00,1172,0.13,1801.47,33.84,0.0
Norte,E0,01:00:00,1244,0.09,1801.5,24.83,0.0
Norte,E0,01:00:00,1245,0.05,1801.5,25.91,0.0
Norte,E0,01:00:00,1225,0.03,1801.5,24.8,0.0
Norte,E0,01:00:00,1243,0.03,1801.51,23.28,0.0
Norte,E0,01:00:00,1226,0.05,1801.51,23.56,0.0
Norte,E0,01:00:00,1232,0.02,1801.51,22.08,0.0
Norte,E0,01:00:00,1228,0.03,1801.51,22.89,0.0
Norte,E0,01:00:00,1230,0.01,1801.51,22.54,0.0
Norte,E0,01:00:00,1231,0.01,1801.51,22.62,0.0
Norte,E0,01:00:00,1229,0.01,1801.51,22.59,0.0
Norte,E0,01:00:00,5506,0.01,1801.51,23.03,0.0
Norte,E0,01:00:00,1224,0.06,1801.51,23.33,0.0
Norte,E0,01:00:00,1324,0.02,1801.54,20.69,0.0
Norte,E0,01:00:00,1308,0.06,1801.54,20.68,0.0
Norte,E0,01:00:00,1323,0.05,1801.54,22.13,0.0
Norte,E0,01:00:00,1255,0.06,1801.54,21.97,0.0
Norte,E0,01:00:00,1250,0.12,1801.52,22.83,0.0
Norte,E0,01:00:00,1249,0.11,1801.51,23.93,0.0
Norte,E0,01:00:00,1186,0.01,1801.5,26.09,0.0
Norte,E0,01:00:00,1292,0.05,1801.53,21.37,0.0
Norte,E0,01:00:00,1291,0.0,1801.53,21.14,0.0
Norte,E0,01:00:00,1289,0.02,1801.53,23.3,0.0
Norte,E0,01:00:00,1288,0.01,1801.53,24.97,0.0
Norte,E0,01:00:00,1184,0.03,1801.51,25.07,0.0
Norte,E0,01:00:00,347,0.06,1801.46,33.94,0.0
Norte,E0,01:00:00,351,0.04,1801.46,34.21,0.0
Norte,E0,01:00:00,1134,0.11,1801.48,32.81,0.0
Norte,E0,01:00:00,1140,0.02,1801.48,32.78,0.0
Norte,E0,01:00:00,5495,0.08,1801.46,32.99,0.0
Norte,E0,01:00:00,5494,0.01,1801.48,31.07,0.0
Norte,E0,01:00:00,5493,0.01,1801.48,31.0,0.0
Norte,E0,01:00:00,1161,0.03,1801.49,31.0,0.0
Norte,E0,01:00:00,1104,0.06,1801.46,30.46,0.0
Norte,E0,01:00:00,1318,0.06,1801.46,29.73,0.0
Norte,E0,01:00:00,1319,0.01,1801.46,29.38,0.0
Norte,E0,01:00:00,5484,0.0,1801.52,19.36,0.0
Norte,E0,01:00:00,1144,0.06,1801.46,32.69,0.0
Norte,E0,01:00:00,1131,0.06,1801.46,31.71,0.0
Norte,E0,01:00:00,1130,0.06,1801.46,31.56,0.0
Norte,E0,01:00:00,5478,0.0,1801.55,21.77,0.0
Norte,E0,01:00:00,5345,0.11,1801.56,26.18,0.0
Norte,E0,01:00:00,5344,0.11,1801.56,26.02,0.0
Norte,E0,01:00:00,5343,0.11,1801.57,21.09,0.0
Norte,E0,01:00:00,5342,0.03,1801.52,25.97,0.0
Norte,E0,01:00:00,5314,0.01,1801.45,26.1,0.0
Norte,E0,01:00:00,5313,0.0,1801.46,32.65,0.0
Norte,E0,01:00:00,5312,0.0,1801.46,32.85,0.0
Norte,E0,01:00:00,5311,0.1,1801.46,32.71,0.0
Norte,E0,01:00:00,1315,0.05,1801.49,29.75,0.0
Norte,E0,01:00:00,5291,0.01,1801.49,30.01,0.0
Norte,E0,01:00:00,1312,0.08,1801.49,29.57,0.0
Norte,E0,01:00:00,1335,0.06,1801.52,22.81,0.0
Norte,E0,01:00:00,1336,0.01,1801.52,21.94,0.0
Norte,E0,01:00:00,1253,0.11,1801.51,23.9,0.0
Norte,E0,01:00:00,1142,0.02,1801.47,31.67,0.0
Norte,E0,01:00:00,1109,0.01,1801.46,30.65,0.0
Norte,E0,01:00:00,1119,0.09,1801.46,30.68,0.0
Norte,E0,01:00:00,1093,0.06,1801.46,29.62,0.0
Norte,E0,01:00:00,1063,0.02,1801.46,29.45,0.0
Norte,E0,01:00:00,5289,0.01,1801.46,29.98,0.0
Norte,E0,01:00:00,349,0.04,1801.46,32.63,0.0
Norte,E0,01:00:00,5264,0.02,1801.47,32.77,0.0
Norte,E0,01:00:00,1221,0.04,1801.52,19.96,0.0
Norte,E0,01:00:00,1189,0.01,1801.45,25.36,0.0
Norte,E0,01:00:00,1094,0.01,1801.46,29.38,0.0
Norte,E0,01:00:00,405,0.01,1801.47,32.26,0.0
Norte,E0,01:00:00,5241,0.0,1801.52,19.89,0.0
Norte,E0,01:00:00,5204,0.11,1801.42,25.7,0.0
Norte,E0,01:00:00,1216,0.07,1801.42,19.39,0.0
Norte,E0,01:00:00,350,0.02,1801.46,32.62,0.0
Norte,E0,01:00:00,354,0.1,1801.48,32.78,0.0
Norte,E0,01:00:00,1192,0.01,1801.48,27.46,0.0
Norte,E0,01:00:00,5193,0.0,1801.46,31.61,0.0
Norte,E0,01:00:00,1120,0.06,1801.46,30.25,0.0
Norte,E0,01:00:00,1295,0.1,1801.54,21.05,0.0
Norte,E0,01:00:00,1282,0.02,1801.53,25.86,0.0
Norte,E0,01:00:00,346,0.04,1801.46,33.76,0.0
Norte,E0,01:00:00,356,0.07,1801.48,32.74,0.0
Norte,E0,01:00:00,1162,0.0,1801.48,32.42,0.0
Norte,E0,01:00:00,368,0.03,1801.46,32.79,0.0
Norte,E0,01:00:00,1115,0.07,1801.46,30.04,0.0
Norte,E0,01:00:00,1247,0.06,1801.49,25.85,0.0
Norte,E0,01:00:00,1181,0.01,1801.47,33.63,0.0
Norte,E0,01:00:00,1171,0.05,1801.47,32.79,0.0
Norte,E0,01:00:00,1174,0.04,1801.47,33.64,0.0
Norte,E0,01:00:00,1242,0.09,1801.51,22.51,0.0
Norte,E0,01:00:00,1233,0.01,1801.51,22.05,0.0
Norte,E0,01:00:00,1321,0.04,1801.54,21.57,0.0
Norte,E0,01:00:00,1310,0.01,1801.54,24.72,0.0
Norte,E0,01:00:00,1322,0.0,1801.54,22.34,0.0
Norte,E0,01:00:00,1254,0.11,1801.53,22.23,0.0
Norte,E0,01:00:00,1185,0.02,1801.5,26.77,0.0
Norte,E0,01:00:00,1294,0.02,1801.54,21.88,0.0
Norte,E0,01:00:00,1290,0.08,1801.53,23.38,0.0
Norte,E0,01:00:00,352,0.1,1801.46,34.09,0.0
Norte,E0,01:00:00,353,0.06,1801.46,34.0,0.0
Norte,E0,01:00:00,348,0.1,1801.46,33.95,0.0
Norte,E0,01:00:00,358,0.02,1801.48,33.21,0.0
Norte,E0,01:00:00,357,0.03,1801.48,32.96,0.0
Norte,E0,01:00:00,1135,0.08,1801.46,32.92,0.0
Norte,E0,01:00:00,5148,0.0,1801.47,32.49,0.0
